FIPS,EventId,Cruise,Program,Project,Agency,Source,Station,SampleDate,SampleTime,TotalDepth,UpperPycnocline,LowerPycnocline,Depth,Layer,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude,TierLevel
10001,610438,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,6/15/2021,9:44:00,,,,0,S ,ISM,M1,SALINITY,<,0.1,PPT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,610440,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,8/25/2021,8:02:00,,,,0,S ,ISM,M1,SALINITY,<,0.1,PPT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,610441,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/2/2021,8:04:00,,,,0,S ,ISM,M1,SALINITY,<,0.1,PPT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,610442,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/22/2021,9:14:00,,,,0,S ,ISM,M1,SALINITY,,0.1,PPT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,610442,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/22/2021,9:14:00,,,,0,S ,ISM,M2,SALINITY,,0.1,PPT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,610432,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,1/28/2021,10:36:00,,,,0,S ,ISM,M1,SALINITY,<,0.1,PPT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,621718,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,8/24/2022,7:35:00,,,,0,S ,ISM,M1,SALINITY,<,0.1,PPT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,621717,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,7/27/2022,11:45:00,,,,0,S ,ISM,M1,SALINITY,<,0.1,PPT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,621716,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,6/15/2022,8:18:00,,,,0,S ,ISM,M1,SALINITY,<,0.1,PPT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,621715,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,5/18/2022,8:02:00,,,,0,S ,ISM,M1,SALINITY,<,0.1,PPT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,621713,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,4/7/2022,8:14:00,,,,0,S ,ISM,M1,SALINITY,<,0.1,PPT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,621714,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,4/27/2022,8:30:00,,,,0,S ,ISM,M1,SALINITY,<,0.1,PPT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,621712,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,3/21/2022,7:52:00,,,,0,S ,ISM,M2,SALINITY,,0.23,PPT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,621709,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,12/15/2021,8:44:00,,,,0,S ,ISM,M1,SALINITY,<,0.1,PPT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,621710,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,1/26/2022,9:44:00,,,,0,S ,ISM,M1,SALINITY,<,0.1,PPT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,621712,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,3/21/2022,7:52:00,,,,0,S ,ISM,M1,SALINITY,,0.23,PPT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,621711,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,2/23/2022,8:10:00,,,,0,S ,ISM,M1,SALINITY,<,0.1,PPT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,621708,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,11/8/2021,7:25:00,,,,0,S ,ISM,M1,SALINITY,<,0.1,PPT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,621707,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,10/18/2021,9:37:00,,,,0,S ,ISM,M1,SALINITY,<,0.1,PPT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,621719,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/29/2022,9:43:00,,,,0,S ,ISM,M1,SALINITY,<,0.1,PPT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,610432,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,1/28/2021,10:36:00,,,,0,S ,ISM,M1,SPCOND,,165,UMHOS/CM,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,610442,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/22/2021,9:14:00,,,,0,S ,ISM,M2,SPCOND,,202.60001,UMHOS/CM,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,610441,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/2/2021,8:04:00,,,,0,S ,ISM,M1,SPCOND,,87.7,UMHOS/CM,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,610442,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/22/2021,9:14:00,,,,0,S ,ISM,M1,SPCOND,,202.5,UMHOS/CM,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,610440,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,8/25/2021,8:02:00,,,,0,S ,ISM,M1,SPCOND,,147.89999,UMHOS/CM,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,610438,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,6/15/2021,9:44:00,,,,0,S ,ISM,M1,SPCOND,,158.60001,UMHOS/CM,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,610439,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,7/19/2021,8:24:00,,,,0,S ,ISM,M1,SPCOND,,278.79999,UMHOS/CM,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,610437,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,5/24/2021,8:29:00,,,,0,S ,ISM,M1,SPCOND,,159,UMHOS/CM,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,610436,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,4/20/2021,8:41:00,,,,0,S ,ISM,M1,SPCOND,,153.10001,UMHOS/CM,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,610434,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,2/24/2021,9:17:00,,,,0,S ,ISM,M1,SPCOND,,96.7,UMHOS/CM,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,610433,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,2/2/2021,10:15:00,,,,0,S ,ISM,M1,SPCOND,,138.7,UMHOS/CM,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,610435,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,3/10/2021,9:03:00,,,,0,S ,ISM,M1,SPCOND,,150.7,UMHOS/CM,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,621719,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/29/2022,9:43:00,,,,0,S ,ISM,M1,SPCOND,,178.3,UMHOS/CM,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,621707,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,10/18/2021,9:37:00,,,,0,S ,ISM,M1,SPCOND,,170,UMHOS/CM,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,621708,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,11/8/2021,7:25:00,,,,0,S ,ISM,M1,SPCOND,,182.60001,UMHOS/CM,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,621711,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,2/23/2022,8:10:00,,,,0,S ,ISM,M1,SPCOND,,151.60001,UMHOS/CM,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,621709,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,12/15/2021,8:44:00,,,,0,S ,ISM,M1,SPCOND,,188.2,UMHOS/CM,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,621710,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,1/26/2022,9:44:00,,,,0,S ,ISM,M1,SPCOND,,152.5,UMHOS/CM,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,621713,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,4/7/2022,8:14:00,,,,0,S ,ISM,M1,SPCOND,,114.3,UMHOS/CM,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,621712,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,3/21/2022,7:52:00,,,,0,S ,ISM,M2,SPCOND,,474,UMHOS/CM,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,621712,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,3/21/2022,7:52:00,,,,0,S ,ISM,M1,SPCOND,,474.60001,UMHOS/CM,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,621714,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,4/27/2022,8:30:00,,,,0,S ,ISM,M1,SPCOND,,150.10001,UMHOS/CM,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,621716,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,6/15/2022,8:18:00,,,,0,S ,ISM,M1,SPCOND,,105.2,UMHOS/CM,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,621715,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,5/18/2022,8:02:00,,,,0,S ,ISM,M1,SPCOND,,152.10001,UMHOS/CM,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,621717,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,7/27/2022,11:45:00,,,,0,S ,ISM,M1,SPCOND,,182.60001,UMHOS/CM,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,621718,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,8/24/2022,7:35:00,,,,0,S ,ISM,M1,SPCOND,,198,UMHOS/CM,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,610433,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,2/2/2021,10:15:00,,,,0,S ,HVIC,S1,SSC_%FINE,,96.7,PCT,D01 ,USGS-KDSL,,,,nan,38.84972,-75.67333,T3
10001,610441,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/2/2021,8:04:00,,,,0,S ,HVIC,S1,SSC_%FINE,,80.3,PCT,D01 ,USGS-KDSL,,,,nan,38.84972,-75.67333,T3
10001,621713,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,4/7/2022,8:14:00,,,,0,S ,HVIC,S1,SSC_%FINE,,99,PCT,D01 ,USGS-KDSL,,,,nan,38.84972,-75.67333,T3
10001,610441,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/2/2021,8:04:00,,,,0,S ,HVIC,S1,SSC_TOTAL,,28,MG/L,L02 ,USGS-KDSL,,,,nan,38.84972,-75.67333,T3
10001,610433,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,2/2/2021,10:15:00,,,,0,S ,HVIC,S1,SSC_TOTAL,,26,MG/L,L02 ,USGS-KDSL,,,,nan,38.84972,-75.67333,T3
10001,621713,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,4/7/2022,8:14:00,,,,0,S ,HVIC,S1,SSC_TOTAL,,15,MG/L,L02 ,USGS-KDSL,,,,nan,38.84972,-75.67333,T3
10001,610433,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,2/2/2021,10:15:00,,,,0,S ,HVIC,S1,TALK,,12.0037,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610434,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,2/24/2021,9:17:00,,,,0,S ,HVIC,S1,TALK,,8.7654,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610435,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,3/10/2021,9:03:00,,,,0,S ,HVIC,S1,TALK,,13.6559,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610436,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,4/20/2021,8:41:00,,,,0,S ,HVIC,S1,TALK,,16.1229,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610437,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,5/24/2021,8:29:00,,,,0,S ,HVIC,S1,TALK,,16.4097,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610438,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,6/15/2021,9:44:00,,,,0,S ,HVIC,S1,TALK,,17.271,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610442,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/22/2021,9:14:00,,,,0,S ,HVIC,FS1,TALK,,22.5845,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610442,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/22/2021,9:14:00,,,,0,S ,HVIC,FS2,TALK,,22.9136,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610440,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,8/25/2021,8:02:00,,,,0,S ,HVIC,S1,TALK,,22.3106,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610439,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,7/19/2021,8:24:00,,,,0,S ,HVIC,S1,TALK,,25.5069,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610441,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/2/2021,8:04:00,,,,0,S ,HVIC,S1,TALK,,19.7403,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610432,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,1/28/2021,10:36:00,,,,0,S ,HVIC,S1,TALK,,14.7659,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621714,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,4/27/2022,8:30:00,,,,0,S ,HVIC,S1,TALK,,18.0681,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621715,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,5/18/2022,8:02:00,,,,0,S ,HVIC,S1,TALK,,17.6346,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621716,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,6/15/2022,8:18:00,,,,0,S ,HVIC,S1,TALK,,11.794,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621717,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,7/27/2022,11:45:00,,,,0,S ,HVIC,S1,TALK,,24.3161,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621718,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,8/24/2022,7:35:00,,,,0,S ,HVIC,S1,TALK,,27.3449,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621712,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,3/21/2022,7:52:00,,,,0,S ,HVIC,FS1,TALK,,16.6995,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621712,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,3/21/2022,7:52:00,,,,0,S ,HVIC,FS2,TALK,,16.6118,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621713,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,4/7/2022,8:14:00,,,,0,S ,HVIC,S1,TALK,,13.9063,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621710,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,1/26/2022,9:44:00,,,,0,S ,HVIC,S1,TALK,,14.6486,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621711,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,2/23/2022,8:10:00,,,,0,S ,HVIC,S1,TALK,,15.5975,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621709,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,12/15/2021,8:44:00,,,,0,S ,HVIC,S1,TALK,,16.2635,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621707,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,10/18/2021,9:37:00,,,,0,S ,HVIC,S1,TALK,,22.4724,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621708,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,11/8/2021,7:25:00,,,,0,S ,HVIC,S1,TALK,,16.3931,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621719,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/29/2022,9:43:00,,,,0,S ,HVIC,S1,TALK,,25.832,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610441,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/2/2021,8:04:00,,,,0,S ,HVIC,S1,TDN,,1.73,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610440,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,8/25/2021,8:02:00,,,,0,S ,HVIC,S1,TDN,,2.76,MG/L,L01 ,DEDNREC,NQ,,,nan,38.84972,-75.67333,T3
10001,610439,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,7/19/2021,8:24:00,,,,0,S ,HVIC,S1,TDN,,3.33,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610442,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/22/2021,9:14:00,,,,0,S ,HVIC,FS2,TDN,,2.82,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610442,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/22/2021,9:14:00,,,,0,S ,HVIC,FS1,TDN,,2.86,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610438,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,6/15/2021,9:44:00,,,,0,S ,HVIC,S1,TDN,,3.65,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610437,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,5/24/2021,8:29:00,,,,0,S ,HVIC,S1,TDN,,4.33,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610436,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,4/20/2021,8:41:00,,,,0,S ,HVIC,S1,TDN,,3.81,MG/L,L01 ,DEDNREC,GG,,,Analysis performed after holding time expired.,38.84972,-75.67333,T3
10001,610435,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,3/10/2021,9:03:00,,,,0,S ,HVIC,S1,TDN,,4.37,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621719,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/29/2022,9:43:00,,,,0,S ,HVIC,S1,TDN,,4.59,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621707,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,10/18/2021,9:37:00,,,,0,S ,HVIC,S1,TDN,,3.79,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621709,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,12/15/2021,8:44:00,,,,0,S ,HVIC,S1,TDN,,4.54,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621708,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,11/8/2021,7:25:00,,,,0,S ,HVIC,S1,TDN,,4.11,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621711,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,2/23/2022,8:10:00,,,,0,S ,HVIC,S1,TDN,,3.41,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621710,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,1/26/2022,9:44:00,,,,0,S ,HVIC,S1,TDN,,3.79,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621713,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,4/7/2022,8:14:00,,,,0,S ,HVIC,S1,TDN,,3.16,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621712,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,3/21/2022,7:52:00,,,,0,S ,HVIC,FS2,TDN,,3.41,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621712,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,3/21/2022,7:52:00,,,,0,S ,HVIC,FS1,TDN,,3.39,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621717,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,7/27/2022,11:45:00,,,,0,S ,HVIC,S1,TDN,,3.41,MG/L,L01 ,DEDNREC,QQ,,,nan,38.84972,-75.67333,T3
10001,621718,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,8/24/2022,7:35:00,,,,0,S ,HVIC,S1,TDN,,3.56,MG/L,L01 ,DEDNREC,QQ,,,nan,38.84972,-75.67333,T3
10001,621716,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,6/15/2022,8:18:00,,,,0,S ,HVIC,S1,TDN,,3.46,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621715,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,5/18/2022,8:02:00,,,,0,S ,HVIC,S1,TDN,,3.2,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621714,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,4/27/2022,8:30:00,,,,0,S ,HVIC,S1,TDN,,3.29,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610435,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,3/10/2021,9:03:00,,,,0,S ,HVIC,S1,TDP,,0.0196,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610436,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,4/20/2021,8:41:00,,,,0,S ,HVIC,S1,TDP,,0.0212,MG/L,L01 ,DEDNREC,GG,,,Analysis performed after holding time expired.,38.84972,-75.67333,T3
10001,610437,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,5/24/2021,8:29:00,,,,0,S ,HVIC,S1,TDP,,0.0198,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610438,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,6/15/2021,9:44:00,,,,0,S ,HVIC,S1,TDP,,0.0265,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610442,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/22/2021,9:14:00,,,,0,S ,HVIC,FS1,TDP,,0.0169,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610441,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/2/2021,8:04:00,,,,0,S ,HVIC,S1,TDP,,0.352,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610442,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/22/2021,9:14:00,,,,0,S ,HVIC,FS2,TDP,,0.0157,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610439,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,7/19/2021,8:24:00,,,,0,S ,HVIC,S1,TDP,,0.0129,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610440,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,8/25/2021,8:02:00,,,,0,S ,HVIC,S1,TDP,,0.0718,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621714,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,4/27/2022,8:30:00,,,,0,S ,HVIC,S1,TDP,,0.0176,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621715,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,5/18/2022,8:02:00,,,,0,S ,HVIC,S1,TDP,,0.0137,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621716,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,6/15/2022,8:18:00,,,,0,S ,HVIC,S1,TDP,,0.237,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621717,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,7/27/2022,11:45:00,,,,0,S ,HVIC,S1,TDP,,0.0107,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621718,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,8/24/2022,7:35:00,,,,0,S ,HVIC,S1,TDP,,0.0166,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621712,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,3/21/2022,7:52:00,,,,0,S ,HVIC,FS1,TDP,,0.0144,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621713,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,4/7/2022,8:14:00,,,,0,S ,HVIC,S1,TDP,,0.276,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621712,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,3/21/2022,7:52:00,,,,0,S ,HVIC,FS2,TDP,,0.0153,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621710,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,1/26/2022,9:44:00,,,,0,S ,HVIC,S1,TDP,,0.0264,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621709,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,12/15/2021,8:44:00,,,,0,S ,HVIC,S1,TDP,,0.0121,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
